row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,cluster,true_label
2994,followers_count,0,,,0.9509922096633139,0.9998927476958733,3,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,0,0
1168,followers_count,0,,,0.9509922096633139,0.999996081701382,3,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,0,0
3663,followers_count,0,,,0.9509922096633139,0.9999563455891383,3,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,0,0
92,followers_count,0,,,0.9509922096633139,0.9748255812056883,3,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,0,0
3979,followers_count,0,,,0.9509922096633139,0.9999199553093769,3,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,0,0
4705,followers_count,0,,,0.9509922096633139,0.9998390789956513,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,1,0
520,followers_count,0,,,0.9509922096633139,0.9997506059015844,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,1,0
2274,followers_count,0,,,0.9509922096633139,0.9999808997447426,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,1,0
3835,followers_count,0,,,0.9509922096633139,0.9992287411306613,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,1,0
3714,followers_count,0,,,0.9509922096633139,0.999992828701246,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,1,0
2583,followers_count,0,,,0.9509922096633139,0.9994621177813205,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,2,0
3008,followers_count,0,,,0.9509922096633139,0.999300129204989,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,2,0
2196,followers_count,0,,,0.9509922096633139,0.9998674315414263,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,2,0
3926,followers_count,0,,,0.9509922096633139,0.9999986577989927,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,2,0
1931,followers_count,0,,,0.9509922096633139,0.9919502094126119,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,2,0
1972,listed_count,1,,,0.9521157625867203,0.9998862579402882,2,1,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,3,1
578,listed_count,1,,,0.9521157625867203,0.9939174246221791,2,1,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,3,1
4011,listed_count,1,,,0.9521157625867203,0.9999982501221583,2,1,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,3,0
1799,listed_count,1,,,0.9521157625867203,0.9999790014658994,2,1,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,3,0
3212,listed_count,1,,,0.9521157625867203,1.0,2,1,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,3,1
474,listed_count,1,,,0.9521157625867203,0.9876563617045028,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,4,0
3674,listed_count,1,,,0.9521157625867203,0.9998845080624464,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,4,0
3526,listed_count,1,,,0.9521157625867203,0.993618195511245,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,4,0
1035,listed_count,1,,,0.9521157625867203,0.9996850219884903,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,4,0
3030,listed_count,1,,,0.9521157625867203,0.9999282550084895,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,4,0
3994,friends_count,0,,,0.9484261507882511,0.984510195663244,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,5,0
3590,friends_count,0,,,0.9484261507882511,0.9975031030584416,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,5,0
1926,friends_count,0,,,0.9484261507882511,0.9977649381135891,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,5,0
4391,friends_count,0,,,0.9484261507882511,0.6312147887422136,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,5,0
2982,friends_count,0,,,0.9059113873152228,0.9765731233891303,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,5,0
636,friends_count,1,,,0.9520601589869789,0.8765389879926564,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,6,0
1998,description_length,1,,,0.5876575383420974,0.9864740374692001,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,6,1
2469,description_length,1,,,0.5876575383420974,0.9149288146089165,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,6,1
8,name_length,1,,,0.8394660796667225,0.5493978875638409,2,1,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,6,1
3159,friends_count,1,,,0.9515286618425883,0.9746761336723176,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,6,0
3491,name_length,1,,,0.5130467205311984,0.516980469402966,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,7,0
2790,description_length,1,,,0.5876575383420974,0.6034757300181293,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,7,0
1938,description_length,1,,,0.7020202337031589,0.8893006750768746,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,7,0
3081,description_length,1,,,0.5876575383420974,0.9103015116378533,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,7,1
3972,name_length,1,,,0.8367903204322379,0.7698363310577891,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,7,0
1896,friends_count,0,,,0.9484261507882511,0.9939872576492603,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,8,0
1916,friends_count,0,,,0.9484261507882511,0.9900281854298594,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,8,0
1931,friends_count,0,,,0.9484261507882511,0.9740168140756207,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,8,0
2175,friends_count,0,,,0.9484261507882511,0.9248964525752839,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,8,0
634,friends_count,0,,,0.9484261507882511,0.9875481132308004,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,8,0
2918,statuses_count,1,,,0.9188582406082514,0.9875070832646828,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,9,1
2489,statuses_count,1,,,0.9188582406082514,0.970801536967093,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,9,1
3624,statuses_count,1,,,0.9188582406082514,0.9996068871371961,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,9,1
702,statuses_count,1,,,0.9188582406082514,0.9998375243327646,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,9,1
1458,statuses_count,1,,,0.9188582406082514,0.9831439217470883,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,9,1
1937,statuses_count,1,,,0.9188582406082514,0.9839480630405661,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,10,1
3760,statuses_count,1,,,0.9188582406082514,0.9898980908340989,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,10,1
3489,statuses_count,1,,,0.9188582406082514,0.9896272980553734,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,10,1
2002,statuses_count,1,,,0.9188582406082514,0.9984401100389004,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,10,1
3440,statuses_count,1,,,0.9188582406082514,0.9999740533154985,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,10,1
750,statuses_count,0,,,0.9188349053998566,0.9872268178868535,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,11,0
4063,statuses_count,0,,,0.9188349053998566,0.9621590258413653,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,11,0
1109,statuses_count,0,,,0.9188349053998566,0.9121311410836765,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,11,0
253,statuses_count,0,,,0.9188349053998566,0.9915780356925346,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,11,0
4588,statuses_count,0,,,0.9188349053998566,0.9987454983969613,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,11,0
2727,statuses_count,1,,,0.9188582406082514,0.9699673304677645,3,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,12,1
856,statuses_count,1,,,0.9188582406082514,0.9998591465698492,3,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,12,1
1645,statuses_count,1,,,0.9188582406082514,0.996541677622877,3,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,12,1
3663,statuses_count,1,,,0.9188582406082514,0.9968559208018392,3,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,12,1
1168,statuses_count,1,,,0.9188582406082514,0.9984310492919317,3,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,12,1
2518,statuses_count,0,,,0.9188349053998566,0.9690614616969556,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,13,0
3870,statuses_count,0,,,0.9188349053998566,0.9999040384525582,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,13,0
3024,statuses_count,0,,,0.9188349053998566,0.9943331205492411,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,13,0
2697,statuses_count,0,,,0.9188349053998566,0.9938063616686479,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,13,0
3248,statuses_count,0,,,0.9188349053998566,0.9723220950493056,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,13,0
3241,verified,1,,,0.8099520068218187,0.9536175578960271,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,14,0
2596,verified,1,,,0.8099520068218187,0.9536175578960271,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,14,0
3547,verified,1,,,0.8099520068218187,0.9536175578960271,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,14,0
399,verified,1,,,0.8099520068218187,1.0,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,14,0
2571,verified,1,,,0.8099520068218187,1.0,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,14,0
3166,verified,1,,,0.4153523578281736,1.0,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,15,0
298,verified,1,,,0.4153523578281736,0.8608526736880813,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,15,0
1935,verified,1,,,0.4153523578281736,1.0,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,15,0
1746,verified,1,,,0.4153523578281736,1.0,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,15,0
2340,verified,1,,,0.4153523578281736,0.9536175578960271,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,15,0
414,verified,1,,,0.8099520068218187,1.0,2,0,1.0,1.0,0.17443617574011616,0.8,0,0,16,0
1535,verified,1,,,0.8099520068218187,1.0,2,0,1.0,1.0,0.17443617574011616,0.8,0,0,16,0
3498,verified,1,,,0.8099520068218187,1.0,2,0,1.0,1.0,0.17443617574011616,0.8,0,0,16,0
