group_id,group_time_sec,llm_time_sec
0,0.6958383675664663,0.6938367281109095
1,0.516794616356492,0.5155922155827284
2,0.683089004829526,0.6815826240926981
3,0.6756143029779196,0.673921599984169
4,0.5169366933405399,0.5144829638302326
5,0.6805539038032293,0.6780318301171064
6,0.6839812751859426,0.6814947128295898
7,0.6833338942378759,0.6806131023913622
8,0.5174195040017366,0.515020415186882
9,0.689954774454236,0.6873062141239643
10,0.6751574613153934,0.6735875178128481
11,0.681972611695528,0.6806080900132656
12,0.522620253264904,0.520529743283987
13,0.677829921245575,0.6753645204007626
14,0.5368447080254555,0.5344235375523567
15,0.5162391234189272,0.514647101983428
16,0.5382035002112389,0.5361866690218449
17,0.5401902925223112,0.5380656477063894
18,0.6825978402048349,0.6812458597123623
19,0.5287633556872606,0.5268542859703302
20,0.5385038703680038,0.5369207784533501
21,0.5197752919048071,0.5177460610866547
22,0.6761887557804585,0.6732804253697395
23,0.5483762137591839,0.5455220006406307
24,0.5176190193742514,0.5151672810316086
25,0.6873078998178244,0.6855573989450932
26,0.6831428986042738,0.6809105183929205
27,0.6824307572096586,0.68070381693542
28,0.6818768177181482,0.6797793377190828
29,0.6838048286736012,0.6819369457662106
30,0.5358010679483414,0.5340075641870499
31,0.5148526690900326,0.5136443078517914
32,0.6758072506636381,0.6744917053729296
33,0.5140099171549082,0.5126389805227518
34,0.6747255641967058,0.6726150829344988
35,0.520082950592041,0.5175989475101233
36,0.6823501661419868,0.6806170754134655
37,0.6787335425615311,0.6766865160316229
38,0.5333075635135174,0.530853321775794
39,0.5329758003354073,0.5312225203961134
40,0.5377648063004017,0.5356945153325796
41,0.6852174568921328,0.6827978827059269
42,0.6805203221738338,0.6778647918254137
43,0.5232792310416698,0.5214397758245468
44,0.53422487154603,0.5328248217701912
45,0.674835929647088,0.6726006101816893
46,0.5200866367667913,0.5183985475450754
47,0.5322446599602699,0.5302190724760294
48,0.675445981323719,0.6738951411098242
49,0.6789165791124105,0.6775709725916386
50,0.6871292926371098,0.6859282907098532
51,0.5392789915204048,0.5369840208441019
52,0.5344924814999104,0.5328756310045719
53,0.533091040328145,0.5310964994132519
54,0.6829269398003817,0.6812729798257351
55,0.5205150339752436,0.5193721149116755
56,0.6776888687163591,0.6758409570902586
57,0.5321018192917109,0.5308150090277195
58,0.6720297560095787,0.6697990354150534
59,0.5230720266699791,0.5213177260011435
60,0.5337957479059696,0.531670717522502
61,0.6858911588788033,0.6834891475737095
62,0.6822583694010973,0.6799481566995382
63,0.5140544325113297,0.5124765634536743
64,0.520582303404808,0.5192276444286108
65,0.6753132455050945,0.6729496717453003
66,0.5438498388975859,0.5420184899121523
67,0.6810146048665047,0.6798186078667641
68,0.5291838273406029,0.5271380450576544
69,0.5200022831559181,0.5175624713301659
70,0.7090736273676157,0.7062922734767199
71,0.6826168484985828,0.6808738242834806
72,0.6723167337477207,0.6711535956710577
73,0.6965828482061625,0.6945909298956394
74,0.5167107991874218,0.5149931479245424
75,0.6821920536458492,0.6804946940392256
76,0.5367809180170298,0.5354983862489462
77,0.6800090428441763,0.6789181027561426
78,0.6821591835469007,0.6802521627396345
79,0.6816079653799534,0.6800854951143265
80,0.5319849029183388,0.5309357531368732
81,0.6826241333037615,0.6813575346022844
82,0.5396424774080515,0.5373672842979431
83,0.5179830119013786,0.5162593387067318
84,0.6750468481332064,0.6736139208078384
85,0.5180732682347298,0.5156065598130226
86,0.5162877384573221,0.5146088376641273
87,0.5314795523881912,0.5294340718537569
88,0.6828659027814865,0.6810966413468122
89,0.5178789887577295,0.5157613679766655
90,0.5319110918790102,0.5294722840189934
91,0.6876922007650137,0.6860899031162262
92,0.5332386307418346,0.5311933234333992
93,0.6919693350791931,0.6903882957994938
94,0.5239609982818365,0.5218484383076429
95,0.6832833327353001,0.681493379175663
96,0.6795294899493456,0.6782289873808622
97,0.5161904953420162,0.5149151552468538
98,0.5157039482146502,0.5144582949578762
99,0.5208042357116938,0.5196276269853115
100,0.5302780419588089,0.528955141082406
101,0.6855452470481396,0.6831370089203119
102,0.6891938932240009,0.6865955404937267
103,0.6809902992099524,0.6792007386684418
