chunk_id,chunk_time_sec,llm_time_sec
0,25.715969040058553,25.709555299021304
1,17.79874383797869,17.793827171437442
2,8.569588981103152,8.564682027790695
3,8.687947215978056,8.682094476185739
4,16.436603457666934,16.43059790879488
5,19.2112724063918,19.205194088164717
6,13.381466446910053,13.374033068772405
7,17.28931830590591,17.283393156714737
8,16.846737013198435,16.840713487006724
9,15.406251638196409,15.400213330052793
10,26.686708016321063,26.680362437851727
11,12.680876985192299,12.67503610206768
12,21.930995848029852,21.9251689161174
13,9.148565900046378,9.142748090904206
14,16.276979415677488,16.270905814599246
15,11.018982035573572,11.01318096416071
16,16.52450557332486,16.518499612808228
17,18.25598725071177,18.249844436068088
18,10.685585962142795,10.67963648820296
19,17.059668051078916,17.053761510178447
20,11.724850459955633,11.719045271165669
21,14.297477642074227,14.291565364226699
22,9.012275328859687,9.00635147280991
23,20.378618978895247,20.37391975708306
24,20.59370845137164,20.588851413223892
25,12.461746127344668,12.455853257328272
26,16.22487809509039,16.21999102178961
27,16.035723594017327,16.030692333821207
28,24.16987916175276,24.163373982999474
29,23.052283416036516,23.045975964982063
30,30.929043048992753,30.922731067985296
31,19.405463674105704,19.400899542029947
32,16.134954312816262,16.129641613923013
33,25.382369184400886,25.376079038716853
34,9.41451935004443,9.408667867071927
35,23.438030657358468,23.4318413939327
36,28.225981360767037,28.220009204931557
37,22.579624261241406,22.57350686006248
38,17.804759222548455,17.79857381200418
39,8.861689266748726,8.855870246887207
40,16.695151499006897,16.68908055825159
41,18.554865572135895,18.54873387189582
42,13.163464210927486,13.157472555991262
43,17.023192438296974,17.017187988385558
44,16.19277005875483,16.186321617104113
45,21.309978724922985,21.304971853271127
46,14.623203316703439,14.618185068946332
47,18.411728562787175,18.405608751811087
48,22.662550414912403,22.656488323118538
49,23.751842114143074,23.745682877022773
50,9.918786007910967,9.912945906165987
51,27.574958404060453,27.56990471482277
52,15.84292721375823,15.837876321747899
53,16.678423241712153,16.67245675623417
54,24.682191797997802,24.676026192959398
55,17.570775175001472,17.564752049278468
56,19.236790653318167,19.230813848786056
57,24.212991637643427,24.20678318478167
58,22.909636875148863,22.903677050955594
59,17.99792778166011,17.991933178156614
60,19.28669179789722,19.280616553034633
61,7.912722272798419,7.906873200088739
62,18.43789932364598,18.43184324214235
63,22.524561478756368,22.51832420285791
64,16.596656740177423,16.59061260940507
65,17.53665065439418,17.53058365918696
66,15.225415271241218,15.219558786135167
67,19.61057993583381,19.604459634050727
68,11.31550931558013,11.309714555740356
69,13.178182261995971,13.172224826645106
70,13.416184037923813,13.410235749091953
71,10.74010328296572,10.734024605713785
72,14.143717566039413,14.137847424019128
73,15.578153034672141,15.572248283308
74,15.161347411107272,15.155375129077584
75,17.771323185879737,17.765306908171624
76,14.206079216208309,14.200194727629423
77,12.676211973186582,12.670313124079257
78,10.294438526965678,10.288734260946512
79,20.380720450077206,20.3745228308253
80,15.751334886997938,15.74531565932557
81,23.578093427233398,23.571855710819364
82,10.101906382013112,10.096013074740767
83,11.635797834955156,11.629865479189903
84,11.701066107023507,11.69515151809901
85,11.752915564924479,11.746971532702446
86,21.352341558784246,21.34636120311916
87,27.803891700226814,27.797803813125938
88,21.692385812290013,21.686292107682675
89,24.183568391017616,24.177347655873746
90,19.586103601846844,19.57989113032818
91,18.133306093979627,18.12719773966819
92,17.773517436813563,17.76744173420593
93,19.51816361490637,19.512113269418478
94,21.015388331841677,21.00928394589573
95,23.033258316107094,23.027077415958047
96,9.967347483150661,9.961407545953989
97,14.981131442822516,14.975188922137022
98,18.923626869916916,18.91760160587728
99,13.94522959832102,13.93926051678136
100,18.243424786254764,18.23736570123583
101,16.394416760653257,16.38845368102193
102,13.569993901997805,13.564081287942827
103,21.552818335592747,21.546668766997755
104,8.52351951925084,8.517755169887096
105,26.322448775172234,26.316044493112713
106,7.083465789910406,7.077779258135706
107,12.425664376933128,12.419700016733259
108,24.131311091128737,24.1252869409509
109,21.354587990324944,21.34833644889295
110,18.051351475995034,18.046354552265257
111,18.50132346805185,18.49620950827375
112,12.932520362082869,12.926493830047548
113,6.3214259832166135,6.3157223160378635
114,6.948582333046943,6.942818867973983
115,18.888924536760896,18.882922662887722
116,18.99114051135257,18.98508692998439
117,10.658245428930968,10.652388643007725
118,14.540031692013144,14.534147193655372
119,10.87701713014394,10.871142216958106
120,22.449081303086132,22.443156545981765
121,22.063567207194865,22.057483251206577
122,9.842527769040316,9.836719366721809
123,12.402063729707152,12.396244572941214
124,22.922126956284046,22.916089170146734
125,18.87364004831761,18.867802794091403
126,6.48003429826349,6.474510655272752
127,13.022100880276412,13.016340852249414
128,17.5638376949355,17.55800833320245
129,17.654990972951055,17.649073036853224
130,11.996001709252596,11.990233378950506
131,20.395729153882712,20.389822877012193
132,14.493722743354738,14.487913821358234
133,23.196208595763892,23.19020248018205
134,18.13406802713871,18.1281981440261
135,20.983571550808847,20.977625663857907
136,13.821999651845545,13.81623615976423
137,15.49973285291344,15.493987899273634
138,8.715367556083947,8.709842473268509
139,8.750041677150875,8.744282462168485
140,9.7985302018933,9.792768742889166
141,21.135196165181696,21.129250719677657
142,28.24315493181348,28.23706516996026
143,17.990531786810607,17.984671310056
144,9.471369456034154,9.465766004752368
145,20.347201198805124,20.3413259787485
146,9.680930737871677,9.675168748944998
147,20.700597837101668,20.694682999048382
148,9.542975021060556,9.537362636998296
149,24.52607640484348,24.52019967418164
150,13.404862814117223,13.398920495063066
151,8.522522021085024,8.5169871840626
152,22.621227170806378,22.615239390637726
153,10.226087618153542,10.220333428122103
154,15.226166338194162,15.220254306215793
155,14.879227116238326,14.873447871301323
156,8.699179501272738,8.693639415781945
157,18.509306826628745,18.503435103222728
158,23.48340208781883,23.477380209136754
159,14.129509787075222,14.12384350411594
160,14.456995757762343,14.451206329278648
161,21.667074739933014,21.66138367075473
162,20.443611615803093,20.437778221908957
163,29.76107091223821,29.754975746851414
164,11.786651939153671,11.78099140804261
165,8.151949401013553,8.146270821802318
166,19.14158065384254,19.13579203095287
167,21.53498070174828,21.529035875108093
168,10.64772624289617,10.642040033824742
169,19.73308400483802,19.727190515957773
170,10.969284893013537,10.96360393287614
171,8.101452018599957,8.095872671809047
172,9.28403341723606,9.27828256227076
173,11.325689226854593,11.319929498713464
174,16.014359646942466,16.00854017911479
175,7.08513264125213,7.079588128719479
