chunk_id,chunk_time_sec,llm_time_sec
0,2.118197882999084,2.1170968469959917
1,2.4589773469924694,2.4582467680011177
2,0.6267611709918128,0.6256367400055751
3,2.177246464008931,2.1760593179933494
4,3.8366382930107648,3.8358048090012744
5,1.954898730997229,1.9540578860032838
6,3.7133362340100575,3.7121760369918775
7,2.700949979989673,2.69934804100194
8,3.1342353299987735,3.132636784997885
9,1.578961649996927,1.5773818529996788
10,3.9910667530057253,3.989421908001532
11,3.678797297994606,3.6771769410115667
12,3.9833650719956495,3.9817557310016127
13,1.7489030819997424,1.7473227759910515
14,4.310188646995812,4.308560118006426
15,4.422272884999984,4.420636383001693
16,4.4770756009966135,4.4754418630036525
17,5.36443945299834,5.3631889919925015
18,2.698670685000252,2.6975083369907225
19,1.176467020995915,1.174923027996556
20,3.844102467992343,3.842901982003241
21,4.336804758000653,4.336044673997094
22,2.7790327810071176,2.7778820999956224
23,5.336343545001,5.334681705004186
24,5.327416063999408,5.325777259000461
25,3.7942775629926473,3.7925802399986424
26,3.4251525760046206,3.4239454610069515
27,1.854709046005155,1.8539610899897525
28,0.5994640360004269,0.5983680869976524
29,2.290727115003392,2.289107498989324
30,2.751332078987616,2.7501384130009683
31,4.901012980000814,4.899822128005326
32,3.03943986199738,3.0378279779979493
33,1.2798454230069183,1.2782444339973154
34,5.950640110007953,5.949417451003683
35,4.0152358560008,4.014059966997593
36,4.083091648994014,4.081489408999914
37,3.7371769649907947,3.735781244991813
38,6.845450838998659,6.844233989002532
39,6.823111341000185,6.821680018008919
40,5.439809938005055,5.438408939997316
41,1.1732563309924444,1.1720738519943552
42,2.608227357006399,2.606982743993285
43,3.1852557649981463,3.1835543750057695
44,2.7644820650020847,2.7633095210039755
45,4.864148031003424,4.862977450000471
46,2.642199537003762,2.641000363000785
47,3.6316965879959753,3.630525525994017
48,3.944124860005104,3.942910612997366
49,5.888362555997446,5.887162360988441
50,2.3677788940112805,2.3661766440054635
51,2.5890160359995207,2.587825074995635
52,4.252329028007807,4.251141280998127
53,3.987953481992008,3.986753607998253
54,4.147887250990607,4.147135009989142
55,4.345357862999663,4.344144848990254
56,0.6699056649958948,0.6687217549915658
57,1.6344500739942305,1.6333108010003343
58,2.4087608359986916,2.4071033130021533
59,2.3701131179986987,2.3685112579987617
60,5.3265978720010025,5.32494312300696
61,5.073061740011326,5.071398858999601
62,4.196647724995273,4.195008529000916
63,2.7809283309907187,2.7792909879935905
64,3.6749498909921385,3.6733161230076803
65,3.763239510008134,3.7613815549993888
66,3.032654475988238,3.030976662004832
67,4.328918807004811,4.327310157997999
68,2.275897191007971,2.274282562008011
69,2.815854626998771,2.8142535090009915
70,4.00082312199811,3.9991489829990314
71,3.283205578001798,3.2815685059904354
72,5.300496067997301,5.298844382996322
73,3.7261805669986643,3.724571726008435
74,3.1598516880039824,3.1582240699935937
75,3.2282225559902145,3.2270385659940075
76,4.208918819000246,4.208185827010311
77,3.4645205920096487,3.4633308930060593
78,4.804200411002967,4.802971201002947
79,13.844143355992856,13.84294021698588
80,7.495527619001223,7.493829204002395
81,7.980355518011493,7.978663612986566
82,5.575104753006599,5.573893652006518
83,6.1298760100035,6.128675274012494
84,5.068379702992388,5.066727868994349
85,5.2686011269979645,5.266684835005435
86,1.443920765988878,1.4420629819942405
87,3.8817904609895777,3.880524027001229
88,3.2783100430096965,3.277468187006889
89,6.452791064992198,6.452029799998854
90,4.444441624000319,4.443276791003882
91,2.5067668210103875,2.505120543995872
92,4.447530556004494,4.4463119939900935
93,7.089864199006115,7.0886373429966625
94,4.457355352002196,4.455623836998711
95,4.801949583998066,4.800656328996411
96,4.0703130360052455,4.0691262210020795
97,4.577456466999138,4.575828606990399
98,2.7567057560081594,2.7558197539910907
