row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,cluster,true_label
16610,fnlwgt,1,,,0.648078343178524,0.8330232030474756,1,0,0.2848033457360519,0.0,0.4961814389782461,0.3,0,0,0,0
26296,education-num,1,,,0.4938037116594739,0.8610519795248667,2,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,0,1
35284,education-num,1,,,0.4725327890293086,0.8456133105831849,2,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,0,0
23294,education-num,1,,,0.730948663857113,0.8147359726998218,1,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,0,0
11859,education-num,1,,,0.6230116490733759,0.6912266211663697,1,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,0,0
12029,education-num,1,,,0.8601566012710152,0.8687713139957073,1,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,0,0
16751,fnlwgt,1,,,0.8217855618040167,0.6645563201801512,1,0,0.2848033457360519,0.0,0.4961814389782461,0.3,0,0,0,0
30171,education-num,1,,,0.7522195864872782,0.7221039590497327,2,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,0,1
48581,hours-per-week,1,,,0.6623097691792998,0.7130816442888364,1,0,0.3765115207630643,1.0,0.63803846497504,0.3,0,0,1,0
37956,age,1,,,0.9817512585360508,0.956590885300653,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,1,1
29674,age,1,,,0.9574392304656965,0.9855302951002175,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,1,1
26516,hours-per-week,1,,,0.9614288111917472,0.8791074343913637,1,0,0.3765115207630643,1.0,0.63803846497504,0.3,0,0,1,0
24893,hours-per-week,1,,,0.6926706543139236,0.859764623893982,1,0,0.3765115207630643,1.0,0.63803846497504,0.3,0,0,1,0
38415,hours-per-week,1,,,0.9345529955039648,0.9290763615095998,2,0,0.3765115207630643,1.0,0.63803846497504,0.3,0,0,1,0
27183,age,1,,,0.5927588094103804,0.43712847939846744,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,1,0
4271,hours-per-week,1,,,0.9883046268795295,0.8791074343913637,1,0,0.3765115207630643,1.0,0.63803846497504,0.3,0,0,1,0
19882,hours-per-week,1,,,0.7966888476182117,0.9919404956260908,2,0,0.3765115207630643,1.0,0.63803846497504,0.3,0,0,1,0
9477,age,0,,,0.14301573093119047,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,1,0
33164,age,0,,,0.42257461291789944,0.7337574298440053,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,1,0
