row_idx,col,y_true,y_pred,delta_score
7,followers_count,-1,1,0.04381176254898733
7,statuses_count,-1,1,1.0296194171811557
7,geo_enabled,-1,1,7.363490936430166
17,friends_count,-1,-1,-1.7898528909574738
17,description_length,-1,-1,-0.010587444499169152
25,followers_count,-1,1,0.35647755603797115
25,friends_count,-1,1,0.41757783190588693
25,listed_count,-1,-1,0.0
26,friends_count,-1,-1,-1.7433152659684907
26,favourites_count,1,1,7.363490936430171
26,listed_count,1,-1,-0.5101712805396339
52,favourites_count,1,1,7.363490936430166
52,statuses_count,-1,1,0.7115591757424511
52,screen_name_length,1,1,7.363490936430166
58,favourites_count,1,1,7.363490936430168
58,profile_use_background_image,1,1,7.363490936430168
58,screen_name_length,1,1,7.363490936430168
65,friends_count,-1,-1,-0.007704198352987746
65,description_length,1,-1,-0.5882263219766877
65,name_length,1,-1,-2.6831267926497535
75,friends_count,-1,1,1.8117447616083115
75,statuses_count,-1,1,0.00283688133519977
76,followers_count,-1,1,0.05791527291108345
76,listed_count,-1,1,0.6901912221557449
76,has_description,-1,1,7.363490936430166
89,friends_count,-1,1,0.008849615276982803
89,statuses_count,-1,-1,-2.585404616122938
114,followers_count,-1,1,0.0027063615977418465
114,statuses_count,-1,-1,-0.8092561754092653
145,followers_count,-1,1,0.0022026440623399424
145,friends_count,-1,-1,-0.5791625424580218
145,geo_enabled,-1,1,7.363490936430166
156,followers_count,-1,1,0.5941845051740469
156,statuses_count,-1,-1,-0.02630346279190121
190,followers_count,-1,-1,-0.08986202334763149
190,favourites_count,1,1,7.768956044538331
199,friends_count,-1,1,1.7671945624037733
199,favourites_count,1,1,7.363490936430168
199,screen_name_length,1,1,7.363490936430168
228,friends_count,-1,1,0.6937712055411929
228,statuses_count,-1,1,0.08319616128112273
228,has_location,-1,1,7.363490936430168
239,followers_count,-1,-1,-0.05383736263232208
239,description_length,-1,1,7.061763091461485
241,favourites_count,1,1,7.363490936430168
241,statuses_count,-1,-1,-1.555161025579661
241,screen_name_length,1,1,7.363490936430168
243,followers_count,-1,1,0.26212459999660354
243,friends_count,-1,1,0.0018885746878716247
243,protected,-1,1,6.85224256905188
266,followers_count,-1,-1,-0.06654967457164673
266,friends_count,-1,1,1.7191202855880832
289,statuses_count,-1,1,0.8349773759991592
289,geo_enabled,-1,1,7.363490936430168
289,name_length,-1,1,6.237673371353186
290,followers_count,-1,1,0.003047234455472392
290,favourites_count,1,1,7.768956044538333
306,statuses_count,-1,-1,-0.5536564491433715
306,name_length,-1,1,0.5006573703367385
315,favourites_count,1,1,7.075808863978388
315,profile_use_background_image,1,1,7.075808863978388
315,description_length,1,-1,-0.8111132490712372
315,screen_name_length,1,1,7.075808863978388
321,friends_count,1,-1,-3.8378381072387686
321,statuses_count,-1,-1,-0.7777963889262782
334,followers_count,-1,-1,-0.008988824568433529
334,friends_count,-1,-1,-1.952239284106959
334,name_length,-1,-1,0.0
341,statuses_count,-1,1,2.000275100137987
341,has_location,-1,1,7.768956044538333
365,followers_count,-1,-1,-0.004182356577478785
365,friends_count,-1,1,0.007359738832080076
365,listed_count,-1,1,0.11226730187108114
367,statuses_count,-1,1,0.5278232001345611
367,description_length,-1,1,6.357842266508097
372,friends_count,-1,1,0.2576467273938814
372,statuses_count,-1,-1,-0.0016442864762495901
372,protected,-1,1,6.852242569051882
398,followers_count,-1,1,0.0019743343037177397
398,statuses_count,-1,-1,-2.2103471122266924
398,geo_enabled,-1,1,7.363490936430168
411,favourites_count,1,1,7.075808863978384
411,listed_count,1,-1,-0.5106620780954998
411,description_length,1,-1,-0.7111068469581383
411,screen_name_length,1,1,7.075808863978384
417,statuses_count,-1,-1,-3.299198213707033
417,listed_count,-1,-1,-0.009096878846830414
419,friends_count,-1,1,0.01821364649266144
419,favourites_count,1,1,7.768956044538331
423,statuses_count,-1,1,2.9581943542349265
423,profile_use_background_image,1,1,7.363490936430168
423,screen_name_length,1,1,7.363490936430168
425,followers_count,-1,-1,-0.7900730146067545
425,friends_count,-1,1,1.3537301446148327
425,statuses_count,-1,-1,0.0
426,followers_count,-1,1,0.0013253812410667365
426,listed_count,-1,1,0.6091818004426095
426,has_location,-1,1,7.363490936430167
428,followers_count,-1,1,0.7633345574646597
428,friends_count,-1,1,0.0054644944720791955
428,statuses_count,-1,1,0.030071939654376934
442,favourites_count,1,1,7.363490936430168
442,listed_count,1,-1,-0.6329057641335112
442,screen_name_length,1,1,7.363490936430168
449,favourites_count,1,1,7.363490936430168
449,profile_use_background_image,1,1,7.363490936430168
449,screen_name_length,1,1,7.363490936430168
466,followers_count,-1,-1,-0.013972283195016644
466,favourites_count,1,1,7.363490936430166
466,screen_name_length,1,1,7.363490936430168
468,favourites_count,1,1,7.075808863978388
468,profile_use_background_image,1,1,7.075808863978388
468,screen_name_length,1,1,7.075808863978384
468,name_length,1,-1,-3.905334017277351
481,favourites_count,1,1,7.363490936430168
481,listed_count,1,-1,-0.40682694952795373
481,screen_name_length,1,1,7.363490936430168
493,followers_count,-1,-1,-0.6686561605516523
493,favourites_count,1,1,7.363490936430168
493,screen_name_length,1,1,7.363490936430168
497,followers_count,-1,1,0.572975798891262
497,friends_count,-1,1,0.011541760440170634
497,statuses_count,-1,1,0.014070583896941713
500,followers_count,-1,-1,-0.019813526538136728
500,geo_enabled,-1,1,7.363490936430168
500,description_length,-1,-1,0.0
502,followers_count,-1,1,1.2071676952224557
502,friends_count,-1,1,1.1641021338032242
504,favourites_count,1,1,7.363490936430169
504,statuses_count,-1,-1,-0.0041034115845910435
504,listed_count,1,-1,-0.5101712805396339
505,favourites_count,1,1,7.363490936430168
