row_idx,col,y_true,y_pred,delta_score
0,workclass,-1,1,9.93513155787059
0,hours-per-week,-1,1,9.755306518861907
1,education,-1,1,9.623674438463038
1,education-num,-1,1,5.564971060777818
2,age,-1,1,2.87225653591776
2,sex,-1,1,9.700483581546969
3,workclass,-1,1,9.935131557870587
3,occupation,-1,1,9.419303859716557
4,hours-per-week,-1,1,3.557004851519835
5,age,-1,1,0.2290510184449026
5,sex,-1,1,9.700483581546969
6,workclass,-1,1,6.839833262496683
6,education,-1,1,9.218209330354878
6,hours-per-week,-1,1,9.34984141075374
7,occupation,-1,1,9.015602045167142
7,race,1,-1,0.0
8,age,-1,-1,-0.5432366782701443
8,occupation,-1,1,9.288504392945539
9,education,-1,1,7.932362154339749
9,occupation,-1,1,8.89219909203969
10,workclass,-1,1,9.935131557870585
10,hours-per-week,-1,1,0.8766697714318319
11,age,-1,1,9.379956556272585
11,sex,1,-1,0.0
12,age,1,-1,-0.7290409955025972
12,education,1,1,0.5178615958407917
12,education-num,1,1,0.6054976678059241
13,workclass,1,1,7.24494154633701
13,occupation,1,1,7.248504072370615
14,education,-1,1,9.623674438463047
14,hours-per-week,1,1,0.7193132883896318
15,education,-1,1,8.885510103888898
15,occupation,-1,1,9.241645221804596
16,age,-1,1,8.19560956728878
17,age,1,1,0.13002506083025978
17,workclass,-1,1,9.935131557870589
18,workclass,-1,1,9.935131557870598
18,education,-1,1,9.623674438463052
19,capital-gain,-1,1,2.4509426112233896
19,hours-per-week,-1,1,8.811428742837862
20,age,-1,1,1.523299516730816
20,occupation,1,1,7.550135342488431
21,age,1,1,0.45775326911655156
21,education,1,-1,0.0
21,education-num,1,-1,0.0
22,race,1,-1,0.0
22,sex,1,-1,-0.7013270594977765
23,workclass,-1,1,9.935131557870593
23,hours-per-week,1,1,0.28543975859033566
24,age,-1,1,8.074130052892766
24,education,-1,1,8.700403242271321
24,occupation,-1,1,8.610136937058986
25,age,1,-1,-0.1300328561182411
26,occupation,1,1,8.345574157755415
26,hours-per-week,-1,1,7.708410667257365
27,education,1,1,1.0221474023424548
27,education-num,1,-1,-0.18312479079216715
27,occupation,-1,1,9.013838751608386
28,age,1,-1,-0.7373897514814125
28,capital-gain,-1,1,2.597614210411031
29,age,1,-1,-0.26175277941934993
30,workclass,1,1,6.503789046997724
30,education,1,1,8.195977315752991
30,occupation,1,1,8.836228571526032
31,education,1,-1,-1.5072647608937864
31,education-num,1,1,1.3911741198444325
31,occupation,1,1,0.046859171140942735
32,age,-1,-1,-0.6838547620147999
32,workclass,-1,1,7.578145472419459
32,hours-per-week,-1,1,0.6692660579045011
33,age,-1,1,7.7873820264846945
33,occupation,1,-1,-0.34651563022382703
33,capital-gain,1,1,2.4647575057689224
34,workclass,-1,1,9.529690670754782
34,education,-1,1,9.218209330354902
34,occupation,-1,1,8.836228571526036
35,age,-1,1,6.546785410760521
35,education-num,-1,1,1.241896827458536
35,hours-per-week,-1,1,9.34984141075374
36,age,1,1,0.05860907906526158
36,occupation,1,-1,-0.22604317663745555
36,capital-gain,1,1,2.5371306621646976
37,education,1,-1,-1.1417285075134913
37,education-num,1,-1,-0.5327268877190896
37,hours-per-week,1,-1,0.0
38,age,1,-1,-3.6356857326633545
39,education,-1,1,9.623674438463045
39,sex,1,-1,0.0
40,education,1,-1,-0.7382304765147758
40,education-num,1,-1,-1.6922554856829422
41,age,-1,1,0.21710258876588995
41,occupation,1,1,8.44526745184465
42,workclass,-1,1,9.529690670754764
42,occupation,-1,1,8.905941572602824
42,hours-per-week,-1,1,9.349841410753747
43,age,1,-1,-0.44300810348286035
43,education,-1,1,6.973855080686656
43,hours-per-week,1,1,0.8807186425825861
44,age,-1,1,7.502738210754849
44,occupation,1,1,9.311361486034912
45,race,1,-1,0.0
45,sex,1,-1,-0.7013270594977747
46,race,1,-1,0.0
46,hours-per-week,-1,1,1.7565252020926323
47,age,-1,1,7.822177599796262
47,education,-1,1,8.195977315752977
47,occupation,-1,1,6.666108256103371
48,workclass,-1,1,9.935131557870593
48,capital-gain,-1,1,2.408868488698321
49,age,1,-1,-1.340284773074405
49,education-num,1,1,0.6054976678059276
49,occupation,-1,1,8.836228571526009
50,education,-1,1,8.601442423861137
50,hours-per-week,-1,1,2.6458156342303987
51,age,1,1,0.17498763819669705
52,age,1,-1,-1.1982147329821657
52,education,-1,1,8.19597731575297
52,capital-gain,1,1,2.5371306621646994
53,workclass,1,-1,0.0
53,hours-per-week,-1,-1,-2.191615843097903
54,age,1,1,0.2927358052531588
54,workclass,-1,1,9.93513155787059
55,education,-1,1,8.195977315752977
55,occupation,-1,1,7.940227765145707
55,hours-per-week,-1,1,9.34984141075374
56,education,1,1,0.5178615958407953
56,education-num,1,1,0.6054976678059241
56,occupation,1,-1,-0.12366191154114503
57,age,-1,1,1.067040579793371
57,workclass,1,1,7.806696372521184
57,occupation,1,1,8.836228571526021
58,education,-1,1,9.623674438463041
58,hours-per-week,-1,1,4.229263880121472
59,age,1,-1,-0.0824637473295553
59,sex,-1,1,9.295018473438802
59,hours-per-week,1,-1,0.0
60,native-country,1,-1,0.0
61,education,1,-1,-1.022331225872387
61,education-num,1,1,0.18295963507402568
61,hours-per-week,1,1,0.9438777760240438
62,native-country,1,-1,0.0
63,workclass,-1,1,9.935131557870593
63,hours-per-week,1,1,1.1900853584350877
64,education,-1,1,9.623674438463041
64,occupation,-1,1,8.345574157755419
65,age,-1,1,9.220884585851854
65,race,1,-1,0.0
66,workclass,-1,1,8.237479288613642
66,education,-1,1,8.28513502271246
67,age,1,-1,-1.829342452404184
67,occupation,1,1,1.73798186212802
67,capital-gain,1,1,2.537130662164696
68,occupation,1,1,7.764720544771476
69,age,-1,1,9.787683806792487
70,education,-1,1,8.601442423861137
70,occupation,-1,1,9.241645221804593
71,sex,-1,1,9.70048358154697
71,hours-per-week,-1,1,5.499751793503865
72,age,-1,1,8.974238219497579
72,education,-1,1,9.623674438463041
73,workclass,-1,1,9.935131557870587
73,hours-per-week,-1,1,1.2663070618164483
74,occupation,-1,1,9.585277541715385
75,education,1,-1,-2.341736628325709
