chunk_idx,chunk_time_sec,llm_time_sec
0,12.469978934153914,12.467769673094153
1,13.866932185832411,13.865369235165417
2,10.464961598161608,10.4634849447757
3,1.4421416530385613,1.4409812740050256
4,1.4612737321294844,1.4597835089080036
5,2.068025939166546,2.066544158849865
6,7.23539222497493,7.233034636359662
7,12.173155593220145,12.170699636917561
8,3.797587065026164,3.7952620410360396
9,7.368927204050124,7.366507901344448
10,7.2488482357002795,7.246623501647264
11,5.335979955736548,5.334471913985908
12,3.7520004170946777,3.7497745910659432
13,3.6866886778734624,3.684438666328788
14,10.353715199045837,10.351400901097804
15,13.430360762868077,13.428716659080237
16,2.044681141152978,2.042451721150428
17,1.4691923330537975,1.4671731279231608
18,3.84034356335178,3.8380079632624984
19,2.219699301291257,2.217502759769559
20,11.925286612007767,11.922931612934917
21,2.049240911845118,2.0477465130388737
22,1.44291390478611,1.440922339912504
23,3.761181566864252,3.75883649289608
24,12.127518803812563,12.125046238768846
25,5.507123119197786,5.504820367787033
26,3.6696421448141336,3.667413624934852
27,1.4968235562555492,1.4948402242735028
28,7.261994720902294,7.259562906809151
29,5.484601627103984,5.482243875041604
30,2.1612486909143627,2.1589858001098037
31,5.379118983168155,5.3772187158465385
32,1.4501536409370601,1.4478186420165002
33,12.552407291717827,12.549893744755536
34,2.0364098199643195,2.034175483044237
35,15.241811671759933,15.239414650946856
36,1.44553854316473,1.4443168542347848
37,7.388470809906721,7.385902272071689
38,2.0405536890029907,2.038400331977755
39,5.41163587057963,5.409387100953609
40,12.127707112114877,12.126040284987539
41,15.723267361987382,15.720720366109163
42,5.338897668756545,5.336567468009889
43,10.4500283440575,10.4476025281474
44,12.698768707923591,12.696411615703255
45,8.94293740298599,8.94059408083558
46,10.317717371042818,10.315442512277514
47,10.773492955137044,10.771829172037542
48,13.967874034307897,13.965401608962566
49,1.4216011399403214,1.4196040881797671
50,11.887847858015448,11.885238788090646
51,5.526405293028802,5.524050364270806
52,7.121848568785936,7.119426258839667
53,10.793590867891908,10.7911247741431
54,3.8700265241786838,3.8676582747139037
55,8.717120153829455,8.7148103332147
56,1.4456223929300904,1.4444509781897068
57,3.831415875814855,3.829138822853565
58,10.571658321656287,10.569182873237878
59,5.433189947158098,5.430913284886628
60,5.486570826265961,5.484301704913378
61,1.437013742979616,1.4349984540604055
62,13.438072053249925,13.435750784818083
63,3.7935297712683678,3.7920936192385852
64,9.03817130997777,9.035750192124397
65,3.8574152807705104,3.855102946050465
66,5.504602020606399,5.502239180263132
67,17.26239151088521,17.25986708793789
68,5.502009693998843,5.499648686032742
69,8.626025043893605,8.623614291660488
70,7.051764572039247,7.049345928244293
71,9.056493355892599,9.054033039603382
72,1.4330175030045211,1.4310568450018764
73,9.066592256072909,9.064154252875596
74,14.261950536165386,14.260291760787368
75,2.0471355076879263,2.0448656771332026
76,10.438246081583202,10.435777683276683
77,10.366160813719034,10.363661207258701
78,7.191520634107292,7.18910937057808
79,5.371635182760656,5.369324340950698
80,10.68159081088379,10.679397054947913
81,5.419530812185258,5.417197805829346
82,12.18100405111909,12.17851811600849
83,2.21300694020465,2.2107033669017255
84,10.948701714165509,10.946228667162359
85,14.00144884409383,13.998964419588447
86,3.843780399300158,3.8416256201453507
87,1.4485756531357765,1.4473914681002498
88,5.620564350392669,5.618080789223313
89,6.963395199272782,6.961088352371007
90,10.550485813058913,10.548219877760857
91,8.745976645033807,8.744484710041434
92,3.7291168672963977,3.7270200857892632
93,10.795560037251562,10.7939856168814
94,5.521212121006101,5.518833146896213
95,5.43155010510236,5.42919117026031
96,8.811343532055616,8.808945639058948
97,2.051089158281684,2.048858765978366
98,3.6870900597423315,3.6847978946752846
99,5.382308016996831,5.379972436930984
100,5.449437857605517,5.447082549333572
101,3.813599789980799,3.811282908078283
102,3.8319180086255074,3.8296242309734225
103,3.7248544772155583,3.722693879622966
104,7.290135749615729,7.288229514379054
105,2.08907887339592,2.086778555996716
106,5.543335629161447,5.5409977259114385
107,6.905920225195587,6.903800108935684
108,2.0580528918653727,2.0557936062105
109,7.233589805662632,7.231085002887994
110,1.435254129115492,1.4332111873663962
111,3.9475759961642325,3.94517142418772
112,5.534874829929322,5.532507922034711
113,10.528558331076056,10.52614731900394
114,5.455060820095241,5.452938039321452
115,2.049563370179385,2.0473063979297876
116,15.795666366815567,15.793211739044636
117,3.7401702851057053,3.738645799923688
118,1.4408392277546227,1.4388200719840825
119,3.6569466558285058,3.654619128908962
120,5.5273147681728005,5.52493293909356
121,5.341674021910876,5.339160506147891
122,1.4206925979815423,1.4185836180113256
123,8.85068896599114,8.845952229108661
124,2.0454121180810034,2.043195236939937
125,8.873941809870303,8.87158738123253
126,10.662505928892642,10.660157599952072
127,10.666998721193522,10.664608729071915
128,13.83161305077374,13.829288928769529
129,8.739600830711424,8.737307183910161
130,5.402719653211534,5.400429750792682
131,10.43970313295722,10.437359161209315
132,12.21874882793054,12.216444896068424
133,5.591146192047745,5.589155789930373
134,5.4351321696303785,5.432850911747664
135,8.700818674173206,8.698461181949824
136,7.376703693997115,7.374450678937137
137,3.742757667787373,3.7406091480515897
138,5.445891031064093,5.443738556001335
139,3.766417450271547,3.76503140386194
140,10.5971025750041,10.594765271991491
141,2.0523796156048775,2.0502647678367794
142,3.7332755280658603,3.731115031056106
143,12.395557734183967,12.394043734297156
144,3.850877510383725,3.848676842171699
145,5.484247104730457,5.481975191272795
146,3.7738223751075566,3.771637671161443
147,7.324353146832436,7.32209248887375
148,15.868451696354896,15.86599785881117
149,1.4371006330475211,1.4351368700154126
150,16.06977159390226,16.06724970508367
151,7.5447845733724535,7.542663705069572
152,1.4341589850373566,1.4324603187851608
153,3.784335567150265,3.7820303826592863
154,9.127807823941112,9.125488037709147
155,12.75498742889613,12.75267047714442
156,10.547843965236098,10.5456174579449
157,7.372481822036207,7.370350127108395
158,3.8868692689575255,3.884737233631313
159,9.21223427215591,9.209908005781472
160,7.225376498885453,7.223093558102846
161,1.4394226213917136,1.437536254990846
162,1.4440031750127673,1.4419587417505682
163,1.6812642118893564,1.6800751397386193
164,1.4380708262324333,1.4360834578983486
165,10.678256609942764,10.675950144883245
166,2.266011644154787,2.264664534945041
167,7.3798900209367275,7.377726188860834
168,2.0731194117106497,2.071778221987188
169,3.795406015124172,3.7932450473308563
170,3.858331876806915,3.8562298268079758
171,7.2995516350492835,7.297482345253229
172,5.626530346926302,5.624342969153076
173,15.915904799010605,15.913471373263747
174,1.4444209011271596,1.4424995621666312
175,5.205321529880166,5.203035504091531
176,5.313863504678011,5.311665031127632
177,13.866583756171167,13.864949496928602
178,8.81619070097804,8.813849451951683
179,6.829177405219525,6.826905972324312
180,1.3611680292524397,1.3592175771482289
181,3.820531252771616,3.8182288920506835
182,5.431433309335262,5.429157719016075
183,7.292313727550209,7.290046300273389
184,7.1467785481363535,7.144491761922836
185,5.453988555818796,5.4516825107857585
186,1.621781026944518,1.6197753818705678
187,13.67862934898585,13.676530574914068
188,2.2424112078733742,2.2409085067920387
189,5.612343032844365,5.610092951916158
190,16.410127765964717,16.40762769896537
191,11.041877806186676,11.039587764069438
192,7.202392691746354,7.2001184350810945
193,12.832181136123836,12.829705236013979
194,8.993445756845176,8.991055625025183
195,5.583052180707455,5.5808587349019945
196,1.4451774940825999,1.4432904957793653
197,5.496124122757465,5.4940109071321785
198,1.4867071248590946,1.4847463257610798
199,3.858718452975154,3.8563902541063726
200,1.4138048929162323,1.4118691519834101
201,10.992579421028495,10.990109510254115
202,3.7956278841011226,3.7934748167172074
203,17.656650146003813,17.65417164284736
204,12.761462264228612,12.759150489233434
205,2.196473781950772,2.194311532191932
206,1.4351530522108078,1.4332131962291896
207,7.3297512922436,7.327476212754846
208,2.085751899983734,2.08359749102965
209,3.751107531134039,3.748831300996244
210,9.019310711883008,9.01698618894443
211,1.4528257939964533,1.4508672091178596
212,3.9113362468779087,3.9091547690331936
213,2.1368182310834527,2.1347006671130657
214,7.39854854112491,7.3970552841201425
215,3.8537192908115685,3.8515208759345114
216,1.4502076501958072,1.4482792410999537
217,12.397917713038623,12.395431618671864
218,4.011073410045356,4.008824129123241
219,5.388382273726165,5.386171561200172
220,2.070271722972393,2.068114931229502
221,10.378421466331929,10.376028849743307
222,2.0713317710906267,2.0692290300503373
223,1.6361008048988879,1.634933804627508
224,10.549099038820714,10.546729106921703
225,1.9936846690252423,1.9915400869213045
226,17.999385265167803,17.99696132307872
227,1.6254610302858055,1.623509876895696
228,7.1273994031362236,7.125165976118296
229,3.7660574722103775,3.764745987020433
230,3.9107948653399944,3.9093878967687488
231,1.439294237177819,1.4381433320231736
232,13.992745618801564,13.990250148810446
233,8.897383484989405,8.89517590822652
234,9.296376340091228,9.294932037126273
235,3.7048807409591973,3.7026351056993008
236,1.4338395725935698,1.4318736172281206
237,10.729637445881963,10.727247706148773
238,1.4176558232866228,1.4157226360403001
239,14.35849941894412,14.356883625034243
240,1.443190615158528,1.4412560937926173
241,5.452843537088484,5.45057951239869
242,9.014070285949856,9.011773642152548
243,3.9757441990077496,3.973546857945621
