row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value
2,age,0,,,0.17728345817110036,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
5,age,1,,,0.8653320498944148,0.6314025401482244,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
8,age,1,,,0.7660704902538097,0.3453709113032465,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
11,age,0,,,0.12716822651073212,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
12,age,1,,,0.9135094741945199,0.5385159802655772,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
16,age,0,,,0.4220461943921525,0.0,1,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
17,age,1,,,0.8407588859042964,0.5694781668931259,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
20,age,1,,,0.4967345900426392,0.6623647267757737,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
21,age,1,,,0.7414973262636912,0.7950598123224127,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
24,age,0,,,0.17631455449096878,0.0,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
25,age,1,,,0.8899052138845331,0.5945427941630469,1,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
28,age,1,,,0.8407588859042964,0.7891622529647844,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
29,age,1,,,0.987228966164875,0.2731258091722987,1,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
32,age,1,,,0.8653320498944148,0.0,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
33,age,0,,,0.22546088247120555,0.0,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
35,age,0,,,0.0,0.0,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
36,age,1,,,0.9135094741945199,0.9601914743360083,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
38,age,1,,,0.9881978698450066,0.0,1,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
41,age,1,,,0.7916125579240596,0.9631402540148224,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
43,age,1,,,0.9881978698450066,0.5694781668931259,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
44,age,0,,,0.12716822651073212,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
47,age,0,,,0.0,0.0,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
49,age,1,,,0.987228966164875,0.7331354390673147,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
51,age,1,,,0.9144783778746515,0.48691233588632843,1,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
52,age,1,,,0.8407588859042964,0.6078123027177108,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
54,age,1,,,0.8899052138845331,0.9203829486720166,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
57,age,1,,,0.6186315063130994,0.0,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
59,age,1,,,0.9636247058548882,0.6549927775787381,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0
