feature,importance
h5_error_count,0.23835276675724754
h3_distribution_score,0.15376796974003656
h4_coherence_score,0.1376877750569932
row_signal_sum,0.1111475597494039
h1_plausible,0.092196959070856
h6_column_importance,0.04851396283965379
h5_codependent_flag,0.044945646093753344
signal_C1,0.03456256706308814
h7_comprehensibility,0.028868740813905246
n_applicable,0.026333266199430393
h8_is_majority_value,0.015797098611766126
h8_is_sensitive,0.014935832720216194
cell_signal_ratio,0.01453414094860561
signal_C3,0.009696809410439487
signal_C8,0.009214180357007785
cell_signal_sum,0.009176298721591047
signal_C2,0.007117952810795536
signal_C6,0.0031504730352100376
signal_C14,0.0
signal_C15,0.0
signal_C16,0.0
signal_C11,0.0
signal_C10,0.0
signal_C9,0.0
signal_C7,0.0
signal_C5,0.0
signal_C4,0.0
signal_C13,0.0
signal_C12,0.0
signal_C17,0.0
signal_C19,0.0
signal_C18,0.0
signal_C31,0.0
signal_C30,0.0
signal_C29,0.0
signal_C28,0.0
signal_C26,0.0
signal_C27,0.0
signal_C25,0.0
signal_C24,0.0
signal_C20,0.0
signal_C23,0.0
signal_C22,0.0
signal_C21,0.0
h2_min_edit_distance,0.0
h2_is_obfuscation,0.0
h7_mutability,0.0
h7_gain_direction,0.0
