chunk_id,chunk_time_sec,llm_time_sec
0,3.8356415620073676,3.834849741004291
1,2.691549927010783,2.690625546994852
2,1.1247354170045583,1.1238240870006848
3,6.023961967002833,6.023156505994848
4,7.281842907992541,7.280633039001259
5,5.847083098007715,5.845488201011904
6,6.587166631987202,6.5855516949959565
7,4.383496802998707,4.3819130009942455
8,6.141501803998835,6.139913345003151
9,3.7888388959981967,3.787253051996231
10,7.567241598007968,7.566062875994248
11,5.642333922005491,5.641633829000057
12,6.726597604007111,6.7254334629978985
13,2.979495367995696,2.9783551339933183
14,7.774461748005706,7.77375271100027
15,8.676499977998901,8.67577725200681
16,8.024653335000039,8.02392825500283
17,10.362453280002228,10.361282368990942
18,5.748828561001574,5.747577069996623
19,2.294188864994794,2.2929700829990907
20,7.3577282930054935,7.356107636995148
21,6.160318651003763,6.1587080390017945
22,4.729605829008506,4.72803969499364
23,8.243932840006892,8.24276572499366
24,10.180179029994179,10.179441811007564
25,9.204387117002625,9.203137386997696
26,6.215366289005033,6.213766394008417
27,4.081060864002211,4.0794475879956735
28,1.1177942590002203,1.1162217249948299
29,6.645313996996265,6.64401727700897
30,4.652244693992543,4.650998821001849
31,9.037904751006863,9.036217863991624
32,5.786130691994913,5.784532309000497
33,3.02508741299971,3.0235258960019564
34,7.443449127997155,7.4418202489905525
35,7.81949792400701,7.817869364997023
36,8.170380695999484,8.168545166990953
37,6.547880270998576,6.546693796990439
38,10.812550589005696,10.811330734999501
39,10.534541715998785,10.532914511000854
40,9.688195403999998,9.68656800800818
41,1.951061194005888,1.9495030680118361
42,4.417248672005371,4.415630761999637
43,5.086082977009937,5.084934487007558
44,5.170317659998545,5.169148518994916
45,8.733735720990808,8.73244821598928
46,4.7667404229869135,4.765579377999529
47,5.622400028005359,5.6208154459891375
48,7.400617482999223,7.399392310995609
49,9.139956771003199,9.13873347300978
50,4.1629995120019885,4.161422812001547
51,4.32826478399511,4.326664148000418
52,6.006594970996957,6.004992280999431
53,6.948636996006826,6.947462370007997
54,6.636152106002555,6.6349761379970005
55,8.4639068319957,8.462047797002015
56,4.322554466998554,4.3209533100016415
57,3.4970717200048966,3.4954644740064396
58,5.504276691994164,5.502673811992281
59,3.8047167579934467,3.8031418710015714
60,7.582471735004219,7.580838940004469
61,8.222187103005126,8.220524563992512
62,6.6910769490059465,6.6894624209962785
63,5.92482253498747,5.9233726450038375
64,6.252557707994129,6.251299475989072
65,6.812245922003058,6.8105693309917115
66,6.192879770998843,6.191700808994938
67,7.1059403700055555,7.1047803060064325
68,3.751854916990851,3.7502689029934118
69,4.383125677995849,4.381518490990857
70,7.422771773999557,7.421133499999996
71,6.377100950005115,6.375789427998825
72,8.172831798990956,8.171578164998209
73,5.489881977002369,5.488732589001302
74,5.531280408002203,5.530123018004815
75,5.220881970002665,5.219253581992234
76,7.700189941009739,7.698558978998335
77,5.179167308990145,5.177562826997018
78,8.317104504996678,8.315911402009078
79,15.103612313992926,15.102815465987078
80,10.56239743399783,10.560949537000852
81,9.137751661008224,9.136091865002527
82,6.664035637004417,6.662433358011185
83,6.7865256420045625,6.7848971740022535
84,7.474309129000176,7.472472958994331
85,6.754274519000319,6.7531038989982335
86,2.2796560770075303,2.2785045159980655
87,4.549394412999391,4.548238636009046
88,4.79792819499562,4.796748200998991
89,8.890168165991781,8.888519423009711
90,5.07887314799882,5.077605215992662
91,3.802391688004718,3.8016952280013356
92,5.7870773390022805,5.785902818010072
93,8.585965801001294,8.584789897999144
94,6.589343928993912,6.588493386996561
95,6.696269634005148,6.695320352999261
96,5.780927233994589,5.779723519008257
97,5.8829172479890985,5.881753042995115
98,3.9292500680021476,3.928827750001801
