chunk_id,chunk_time_sec,llm_time_sec
0,3.10483092800132,3.1040430440043565
1,1.636281852988759,1.6355952010053443
2,0.938413344003493,0.937750588011113
3,3.5992060209973715,3.5985875709884567
4,5.502068606991088,5.5014363569935085
5,3.598141703012516,3.5974772040062817
6,5.692727157002082,5.692090650001774
7,3.688677485988592,3.6880085300072096
8,3.619397513990407,3.6187303400074597
9,2.8557653749885503,2.8550924729934195
10,6.0139190619956935,6.013197749009123
11,4.490171083001769,4.489491952001117
12,5.893221895006718,5.892535623992444
13,2.320628544999636,2.3200109979952686
14,5.995602123992285,5.994949914995232
15,6.3206671770021785,6.319935716994223
16,6.742806214009761,6.742104960998404
17,7.795699205002165,7.795011230991804
18,3.6283117400016636,3.6276845469983527
19,1.6437517799931811,1.6431636469933437
20,5.294693686999381,5.29408412000339
21,5.289067703997716,5.288369563990273
22,3.652597980995779,3.6514039559988305
23,6.414394527004333,6.412799287994858
24,7.223776594008086,7.222237492009299
25,7.826320461987052,7.824738954994245
26,4.069939043998602,4.068433771011769
27,3.0758102989930194,3.0746420530049363
28,1.017004060006002,1.0159053190000122
29,3.832346327006235,3.8307500680093654
30,3.851812136010267,3.850275385993882
31,6.722073391996673,6.720498695009155
32,4.43139388099371,4.429877532005776
33,2.322612461997778,2.321189633003087
34,6.771800621994771,6.770206976987538
35,5.564392158004921,5.562856930991984
36,5.630144251001184,5.628656094006146
37,4.840893410000717,4.839400486001978
38,9.918755252001574,9.917190120002488
39,9.343830357000115,9.342239085002802
40,7.407295140990755,7.4057247010059655
41,1.5531907319964375,1.5517222150083398
42,4.310409140001866,4.3089240879926365
43,4.161844876012765,4.160706334994757
44,3.6076838959997986,3.6069727270078147
45,6.647038076000172,6.645870981999906
46,3.10723426999175,3.1057026170019526
47,4.316981430994929,4.315458632001537
48,5.885028807999333,5.883511697000358
49,7.165744429003098,7.164261629994144
50,3.456179495988181,3.4547250400064513
51,4.306023295997875,4.30451072199503
52,4.974357439001324,4.972860106994631
53,5.718689561996143,5.717188715992961
54,4.549211309000384,4.54772929099272
55,6.620225079997908,6.618691714000306
56,1.6982997500017518,1.6967907610087423
57,3.263404012992396,3.261828354006866
58,3.135600993002299,3.134026546002133
59,2.9868892329977825,2.985184481003671
60,6.8343263730057515,6.832705997003359
61,6.558856506002485,6.557288388998131
62,5.719770804003929,5.718203878990607
63,5.608801267997478,5.607134011006565
64,5.374460582999745,5.372901629001717
65,5.011216181999771,5.009700554990559
66,5.016177502999199,5.014571328996681
67,5.185665765995509,5.184498832008103
68,2.9614244050026173,2.9602428380021593
69,3.716343282998423,3.7147367569996277
70,5.99849672599521,5.996910942994873
71,4.433487725997111,4.431786118002492
72,7.20415339799365,7.203016870000283
73,4.79628473300545,4.7951790309889475
74,4.231010392002645,4.229512040008558
75,4.639568569997209,4.63843745100894
76,5.866881666996051,5.86575059700408
77,3.0227046649961267,3.021192832995439
78,5.022150475997478,5.020610311010387
79,10.723152809005114,10.721513985001366
80,8.205470831002458,8.203825818010955
81,7.706464512011735,7.704825096996501
82,5.539602948992979,5.53804721099732
83,7.492662908000057,7.491078385995934
84,5.680023573993822,5.678404910999234
85,5.410035225999309,5.408379997999873
86,1.5938745610037586,1.5923562690004474
87,3.7725659949937835,3.771070246992167
88,3.798692665004637,3.797174172999803
89,4.783350211990182,4.781756796000991
90,4.733509609999601,4.731964456994319
91,3.33488796200254,3.3334294100059196
92,4.8832938260020455,4.882233049997012
93,8.146221521994448,8.14511143299751
94,4.938397043995792,4.936829618003685
95,1.1949938370089512,1.1934912279975833
96,4.632653291002498,4.631086855995818
97,4.333491327997763,4.332016279993695
98,3.4766542829893297,3.475883174003684
