row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,cluster,true_label
12886,education,1,0.0,0.0,0.8125,0.56,2,0,0.5859149701202273,1.0,1.0,0.8,0,0,0,1
30774,relationship,1,0.0,0.0,0.33333333333333337,0.6,1,0,1.0,1.0,1.0,0.8,0,0,0,1
7028,relationship,1,0.0,0.0,1.0,0.56,1,0,1.0,1.0,1.0,0.8,0,0,0,1
16691,relationship,1,0.0,0.0,0.33333333333333337,0.82,2,0,1.0,1.0,1.0,0.8,0,0,0,1
13511,education,1,0.0,0.0,0.4375,0.56,2,0,0.5859149701202273,1.0,1.0,0.8,0,0,0,1
23607,relationship,1,0.0,0.0,1.0,0.8,1,0,1.0,1.0,1.0,0.8,0,0,0,1
6343,relationship,1,0.0,0.0,0.33333333333333337,0.68,3,0,1.0,1.0,1.0,0.8,0,0,0,1
24269,fnlwgt,1,,,0.7304536957053773,0.14003235778603473,1,0,0.2848033457360519,0.0,0.4961814389782461,0.3,0,0,1,0
26708,education-num,1,,,0.8601566012710152,0.8610519795248667,1,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,1,0
14611,education-num,1,,,0.730948663857113,0.8687713139957073,1,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,1,0
29057,education-num,1,,,0.4938037116594739,0.8456133105831849,1,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,1,0
34016,education-num,1,,,0.6230116490733759,0.6526299488121661,2,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,1,1
30320,education-num,1,,,0.4938037116594739,0.6603492832830067,2,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,1,1
39360,education-num,1,,,0.730948663857113,0.8996486518790703,1,0,0.5796144060714694,0.0,0.6705992085492782,0.3,0,0,1,0
34336,fnlwgt,0,,,0.31168705589015466,0.30602335817073645,1,0,0.2848033457360519,0.0,0.4961814389782461,0.3,0,0,1,0
