feature,importance
h3_distribution_score,0.19569772593917728
h2_is_obfuscation,0.19076999513697498
h4_coherence_score,0.15840004074718397
h2_min_edit_distance,0.12216082172826093
h1_plausible,0.0973966879692225
h7_gain_direction,0.07592431675365402
h6_column_importance,0.05763120641433191
h5_error_count,0.04317916088831554
h7_comprehensibility,0.033973754324508075
h8_is_sensitive,0.008108834682306837
h7_mutability,0.006837791021594488
h8_is_majority_value,0.00563065705458039
h5_codependent_flag,0.004289007339888938
